account_id,sap_cd,account_nm_cn,store_cd,店仓名称,매장인원수,임차료 ,수수료율,인테리어,평균급여,보험율, bonus(매출기준%),Store Area,Open date,Closed date,Open Month,Amortization end Month,Closed Month,Store Type,Trade Zone ,Remodeling Date,Remodeling end Month
D001,8000015,上海凌博商贸有限公司,CN5139,MM 常州 武进吾悦,8,"99,220.00",0,"54,714.92","5,626.73",0.21,0.03,196,2021-04-28,,202104,202304,,FP,F2,2024-12-14,202612
D063,8000270,南宁市菲诺电子科技有限公司,CN5130,ML 南宁 江南万达,6,"111,261.91",0,"20,124.00","5,894.91",0.16,0.04,171,2021-04-17,,202104,202304,,FP,F3,2025-08-01,202708
D003,8000014,依梵(上海)品牌管理有限公司,CN5128,ML 苏州 昆山金鹰,6,"55,464.00",0.135,"22,916.67",5500,0.2,0.04,266,2021-04-15,,202104,202304,,FP,F3,2023-09-28,202509
D001,8000015,上海凌博商贸有限公司,CN5145,ML 常州 国际吾悦广场,5,"29,915.00",0,"22,916.67","3,506.09",0.27,0.03,167.7,2021-04-30,,202104,202304,,FP,F4,,202304
D001,8000015,上海凌博商贸有限公司,CN5144,ML 常州 泰富,6,"69,290.87",0.19,"22,916.67","4,762.17",0.24,0.03,122,2021-04-25,,202104,202304,,FP,F3,,202304
D014,8000006,重庆渲格商贸有限公司,CN5194,ML 贵阳 金阳国贸,5,"113,649.15",0.21,"27,083.33","1,875.00",0.3,0.04,158,2021-05-01,,202105,202305,,FP,F2,2025-04-15,202704
D019,8000005,厦门时韫商贸有限公司,CN5193,MM 厦门 湖里万达,6,"119,627.00",0,"22,916.67","4,243.37",0.22,0.03,231,2021-06-11,2022-03-31,202106,202306,202203,FP,F2,,202306
D020,8000011,江西朝明潮贸易有限公司,CN5190,ML 上饶 万达,8,"80,811.46",0.113,"31,085.40",4000,0.2,0.04,170.95,2021-10-01,,202110,202310,,FP,F3,,202310
D011,8000009,成都市宝康服饰商贸有限公司,CN5100,ML 成都 IFS-5F,8,"148,750.00",0.195,"42,291.67","6,900.00",0.23,0.03,165,2021-02-06,,202102,202302,,FP,H,2024-11-15,202611
D011,8000009,成都市宝康服饰商贸有限公司,CN5099,ML 成都 银石,8,"119,452.00",0.18,"31,416.67","6,900.00",0.23,0.03,109.1,2021-01-30,,202101,202301,,FP,F2,,202301
D020,8000011,江西朝明潮贸易有限公司,CN5095,ML 九江 快乐城,7,"38,600.00",0.147,"33,225.00",4000,0.2,0.03,164.2,2021-01-23,,202101,202301,,FP,F3,,202301
D072,8000385,云南恒磐商贸有限公司,CN5094,ML 昆明 世纪金源,7,"80,850.00",0.1,"27,083.33","3,853.18",0.27,0.03,201,2021-01-23,,202101,202301,,FP,F2,2025-07-01,202707
D072,8000385,云南恒磐商贸有限公司,CN5093,ML 昆明 七彩云南第一城,9,"84,700.00",0.12,"29,910.18","5,144.98",0.2,0.03,205.4,2021-01-30,,202101,202301,,FP,F2,2024-11-22,202611
D019,8000005,厦门时韫商贸有限公司,CN5383,ML 泉州 中骏城,8,"88,800.00",0.14,"39,960.00","6,917.75",0.12,0.03,180,2021-09-04,,202109,202309,,FP,F2,2024-09-28,202609
D012,8000007,杭州宇振商业有限公司,CN5089,MM 杭州 下沙奥莱一店 FO,9,"313,854.87",0.16,"20,833.33","3,394.16",0.3,0.04,256,2021-01-29,,202101,202301,,FO,O1,,202301
D003,8000014,依梵(上海)品牌管理有限公司,CN5228,ML 无锡 宜兴华地,5,"61,293.00",0.18,"22,916.67",5500,0.2,0.04,94.6,2021-06-19,,202106,202306,,FP,F3,,202306
D001,8000015,上海凌博商贸有限公司,CN5073,ML 南京 中央,8,"134,028.27",0.24,"28,703.42","5,652.19",0.22,0.03,160,2020-12-25,,202012,202212,,FP,F2,2024-08-11,202608
D012,8000007,杭州宇振商业有限公司,CN5072,ML 杭州 湖滨银泰IN77C馆,7,"211,200.00",0.22,"38,513.12","3,852.48",0.19,0.04,151.45,2020-12-24,,202012,202212,,FP,F1,2025-03-28,202703
D012,8000007,杭州宇振商业有限公司,CN5071,ML 合肥 万象城北区,13,"202,398.58",0.19,"67,605.00","7,928.29",0.1,0.02,340,2021-01-01,,202101,202301,,FP,F1,2024-07-27,202607
D001,8000015,上海凌博商贸有限公司,CN5070,ML 南京 水游城,5,"13,501.74",0.14,"37,441.62","6,021.44",0.26,0.03,101,2020-12-25,2024-11-30,202012,202212,202411,FP,F3,,202212
D020,8000011,江西朝明潮贸易有限公司,CN5068,ML 赣州 万象城,8,"53,057.90",0.154,"27,083.33",4000,0.2,0.04,192,2020-12-19,,202012,202212,,FP,F2,2025-06-21,202706
D019,8000005,厦门时韫商贸有限公司,CN5046,ML 厦门 万象城,10,"152,360.00",0.175,"79,552.26","6,409.56",0.16,0.03,233,2020-11-20,,202011,202211,,FP,H,2024-10-26,202610
D001,8000015,上海凌博商贸有限公司,CN5235,ML 扬州 江都金鹰,6,"44,071.97",0.14,"22,916.67","5,061.96",0.24,0.03,248,2021-07-08,,202107,202307,,FP,F3,,202307
D063,8000270,南宁市菲诺电子科技有限公司,CN5054,ML 南宁 百盛,3,"54,467.67",0.167,"22,916.67","4,796.71",0.2,0.04,146,2020-11-28,,202011,202211,,FP,F3,2026-01-01,202801
D001,8000015,上海凌博商贸有限公司,CN5048,ML 上海 K11,6,"99,488.68",0.15,"27,083.33","6,022.39",0.27,0.03,96.92,2020-11-19,2022-10-15,202011,202211,202210,FP,F2,,202211
D001,8000015,上海凌博商贸有限公司,CN5077,ML 上海 大宁国际,6,"99,488.68",0.15,"27,083.33","6,022.39",0.25,0.03,108,2021-01-01,,202101,202301,,FP,F2,2025-12-19,202712
D026,8000001,深圳市普洛狮贸易有限公司,CN5229,ML 深圳 宝安大仟里,8,"78,055.00",0.16,"39,666.67","10,441.35",0.05,0.03,127.76,2021-07-10,,202107,202307,,FP,F2,,202307
D001,8000015,上海凌博商贸有限公司,CN5226,ML 上海 静安大悦城,6,"100,154.46",0.15,"46,059.75","6,914.28",0.25,0.03,210,2021-09-29,,202109,202309,,FP,F2,2025-08-05,202708
D001,8000015,上海凌博商贸有限公司,CN5225,ML 泰州 万象城,8,"123,249.14",0.16,"42,083.83","6,267.08",0.21,0.03,146,2021-06-25,,202106,202306,,FP,F2,2024-08-19,202608
D001,8000015,上海凌博商贸有限公司,CN5223,ML 连云港 苏宁,9,"190,649.13",0.2,"34,827.94","6,497.21",0.21,0.03,238,2021-07-03,,202107,202307,,FP,F2,2023-12-03,202512
D072,8000385,云南恒磐商贸有限公司,CN5055,ML 昆明 顺城,12,"115,000.00",0.15,"29,166.67","4,711.02",0.22,0.03,140,2020-12-19,,202012,202212,,FP,F1,2024-09-25,202609
D014,8000006,重庆渲格商贸有限公司,CN5040,ML 重庆 南坪万达,4,"50,000.00",0,"22,916.67","1,600.00",0.3,0.04,121.12,2020-11-07,,202011,202211,,FP,F4,,202211
D001,8000015,上海凌博商贸有限公司,CN5037,ML 上海 万象城,7,"128,673.00",0.2,"67,940.91","7,170.74",0.23,0.03,199,2020-10-16,,202010,202210,,FP,F1,2024-10-19,202610
D001,8000015,上海凌博商贸有限公司,CN5138,ML 扬州 金鹰,5,"23,567.18",0.17,"22,916.67","4,152.33",0.26,0.03,101,2021-05-01,,202105,202305,,FP,F4,,202305
D001,8000015,上海凌博商贸有限公司,CN5137,ML 徐州 金鹰,7,"69,897.97",0.23,"27,083.33","7,480.00",0.27,0.03,102,2021-04-03,,202104,202304,,FP,F2,,202304
D048,8000181,长沙市珀御商贸有限公司,CN5132,ML 益阳 万达,5,"68,000.00",0,"37,500.00","4,000.00",0.24,0.04,163.4,2021-05-01,,202105,202305,,FP,F3,2025-09-18,202709
D048,8000181,长沙市珀御商贸有限公司,CN5131,ML 长沙 九龙仓IFS-3F,9,"100,900.00",0,"35,208.33","4,000.00",0.24,0.04,145,2021-04-03,,202104,202304,,FP,H,2024-04-27,202604
D032,8000002,深圳有盈贸易有限公司,CN5127,ML 深圳 宝安壹方城,10,"260,000.00",0.15,"32,459.65","5,215.70",0.25,0.04,146,2021-04-16,,202104,202304,,FP,F1,2025-05-01,202705
D032,8000002,深圳有盈贸易有限公司,CN5126,ML 深圳 万象天地,11,"350,000.00",0.18,"37,623.16","5,215.70",0.25,0.04,182,2021-04-13,,202104,202304,,FP,H,2024-09-16,202609
D020,8000011,江西朝明潮贸易有限公司,CN5125,ML 南昌 华润万象汇,5,"20,176.00",0.15,"22,916.67",4000,0.2,0.03,176.9,2021-05-22,,202105,202305,,FP,F3,,202305
D012,8000007,杭州宇振商业有限公司,CN5060,ML 杭州 嘉里中心,5,"171,174.00",0.21,"44,313.00","3,790.36",0.2,0.04,240,2020-12-11,,202012,202212,,FP,F2,2024-05-24,202605
D003,8000014,依梵(上海)品牌管理有限公司,CN5092,ML 上海 周浦万达,8,"193,226.00",0,"27,083.33",5500,0.21,0.04,135,2021-01-23,,202101,202301,,FP,F3,2023-09-16,202509
D001,8000015,上海凌博商贸有限公司,CN5076,ML 上海 新世界,8,"216,494.44",0.2,"37,607.64","7,160.98",0.27,0.03,76,2020-11-30,2022-03-12,202011,202211,202203,FP,F2,,202211
D001,8000015,上海凌博商贸有限公司,CN5271,ML 淮北 金鹰,6,"45,237.39",0.18,"22,916.67","3,806.12",0.23,0.03,145,2021-07-16,,202107,202307,,FP,F3,,202307
D012,8000007,杭州宇振商业有限公司,CN5254,ML 芜湖 苏宁,9,"95,850.00",0,"22,916.67","6,983.32",0.14,0.02,140,2021-07-03,,202107,202307,,FP,F3,,202307
D003,8000014,依梵(上海)品牌管理有限公司,CN5249,ML 无锡 百联奥莱 FO,7,"140,590.00",0.16,"38,971.50",5500,0.2,0.04,196.66,2021-07-01,,202107,202307,,FO,O1,2025-08-31,202708
D063,8000270,南宁市菲诺电子科技有限公司,CN5075,ML 柳州 万象城,6,"47,090.00",0.13,"28,475.00","7,166.10",0.14,0.04,211,2020-12-24,,202012,202212,,FP,F2,2024-11-28,202611
D003,8000014,依梵(上海)品牌管理有限公司,CN5067,ML 无锡 锡东八佰伴,6,"62,706.00",0.12,"35,232.50",5500,0.2,0.04,189.4,2020-12-18,,202012,202212,,FP,F3,,202212
D026,8000001,深圳市普洛狮贸易有限公司,CN5418,ML 深圳 8号仓奥莱 FO,10,"388,964.82",0.15,"39,583.33","11,248.05",0.05,0.03,217,2021-10-01,,202110,202310,,FO,O1,,202310
D063,8000270,南宁市菲诺电子科技有限公司,CN5412,ML 南宁 首创奥莱 FO,6,"42,577.70",0.09,"20,833.33","6,369.80",0.15,0.04,209.5,2021-09-19,,202109,202309,,FO,O2,,202309
D072,8000385,云南恒磐商贸有限公司,CN5398,MM 昆明 首创奥莱 FO,7,"48,160.86",0.105,"33,116.67","4,814.46",0.22,0.03,270,2021-09-16,,202109,202309,,FO,O2,,202309
D001,8000015,上海凌博商贸有限公司,CN5026,ML 南京 建邺万达,5,"61,275.00",0,"22,916.67","4,240.17",0.24,0.03,101,2020-09-26,,202009,202209,,FP,F4,,202209
D020,8000011,江西朝明潮贸易有限公司,CN5078,ML 南昌 红谷滩万达,9,"188,661.18",0,"32,592.10",4000,0.2,0.03,266,2021-01-01,,202101,202301,,FP,F2,2025-05-01,202705
D020,8000011,江西朝明潮贸易有限公司,CN5035,ML 南昌 王府井,8,"32,562.40",0.167,"36,551.88",4000,0.2,0.03,204,2020-09-26,,202009,202209,,FP,F3,2024-11-01,202611
D019,8000005,厦门时韫商贸有限公司,CN5034,ML 厦门 中山路步行街,5,"178,019.00",0,"18,000.00","6,411.17",0.14,0.03,97,2020-10-01,2022-03-31,202010,202210,202203,FP,F2,,202210
D072,8000385,云南恒磐商贸有限公司,CN5028,ML 昆明 百盛,6,"102,943.56",0.195,"27,083.33","4,208.11",0.25,0.03,107.9,2020-10-24,,202010,202210,,FP,F2,2025-04-27,202704
D003,8000014,依梵(上海)品牌管理有限公司,CN5006,ML 上海 南翔印象城,7,"111,768.00",0.19,"27,083.33",5500,0.2,0.04,133,2020-08-25,,202008,202208,,FP,F2,2024-09-25,202609
D001,8000015,上海凌博商贸有限公司,CN5002,ML 上海 五角场合生汇,8,"216,494.44",0.2,"37,607.64","7,160.98",0.23,0.03,195,2020-06-26,,202006,202206,,FP,F2,2026-01-01,202801
D001,8000015,上海凌博商贸有限公司,CN5010,ML 上海 莘庄龙之梦,5,"40,568.17",0.14,"22,916.67","5,134.77",0.27,0.03,125,2020-08-30,,202008,202208,,FP,F4,,202208
D012,8000007,杭州宇振商业有限公司,CN5087,ML 宁波 天一广场,9,"309,000.00",0.2,"53,161.17","3,501.88",0.18,0.04,383,2021-01-22,,202101,202301,,FP,F2,2024-01-31,202601
D028,8000004,厦门百轮服饰有限公司,CN5331,ML 汕头 万象城,10,"139,800.00",0,"39,610.00",5000,0.21,0.03,192.6,2021-09-26,,202109,202309,,FP,F2,2025-09-30,202709
D001,8000015,上海凌博商贸有限公司,CN5327,ML 镇江 东郊奥莱 FO,7,"28,348.11",0.09,"20,833.33","4,608.74",0.22,0.03,254,2021-09-29,,202109,202309,,FO,O2,,202309
D003,8000014,依梵(上海)品牌管理有限公司,CN5324,ML 上海 宝杨宝龙,7,"83,396.00",0.17,"31,185.00",5500,0.21,0.04,145,2021-08-27,,202108,202308,,FP,F3,,202308
D001,8000015,上海凌博商贸有限公司,CN5009,ML 合肥 银泰中心2期,7,"96,636.22",0.22,"45,493.27","5,387.63",0.22,0.03,156,2020-08-29,,202008,202208,,FP,F1,2025-09-30,202709
D001,8000015,上海凌博商贸有限公司,CN5004,ML 上海 五角场万达,7,"169,297.29",0,"51,899.57","7,232.16",0.24,0.03,230,2020-08-01,,202008,202208,,FP,F2,2025-07-16,202707
D001,8000015,上海凌博商贸有限公司,CN5001,ML 南京 德基2期,8,"134,903.75",0,"42,670.62","4,240.73",0.19,0.03,148,2020-06-24,,202006,202206,,FP,H,2025-06-13,202706
D001,8000015,上海凌博商贸有限公司,CN5018,ML 南京 景枫,9,"198,512.57",0.19,"79,968.15","6,509.37",0.26,0.03,145,2020-09-19,2023-05-05,202009,202209,202305,FP,F1,,202209
D048,8000181,长沙市珀御商贸有限公司,CN5017,ML 长沙 王府井,6,"139,442.98",0.19,"25,000.00","4,000.00",0.24,0.04,109,2020-09-25,,202009,202209,,FP,F2,2025-04-01,202704
D003,8000014,依梵(上海)品牌管理有限公司,CN5091,ML 苏州 苏州中心,19,"194,830.00",0.21,"41,944.00",5500,0.19,0.04,303,2021-01-27,,202101,202301,,FP,F1,2024-01-06,202601
D012,8000007,杭州宇振商业有限公司,CN5090,ML 杭州 临平银泰城,5,"82,320.00",0.16,"46,831.52","4,486.06",0.15,0.03,175,2021-01-29,,202101,202301,,FP,F2,2024-11-08,202611
D012,8000007,杭州宇振商业有限公司,CN5110,ML 杭州 金沙龙湖天街,4,"90,960.00",0.18,"22,916.67","3,811.23",0.17,0.04,137,2021-03-26,,202103,202303,,FP,F3,,202303
D012,8000007,杭州宇振商业有限公司,CN5111,ML 宁波 阪急,6,"119,562.86",0.26,"32,551.50","3,004.38",0.21,0.04,174,2021-04-16,,202104,202304,,FP,F1,2024-07-20,202607
D012,8000007,杭州宇振商业有限公司,CN5088,ML 杭州 滨江龙湖,7,"203,034.00",0.18,"43,828.98","3,358.93",0.15,0.04,185,2021-01-22,,202101,202301,,FP,F2,2024-06-30,202606
D063,8000270,南宁市菲诺电子科技有限公司,CN5014,ML 南宁 万象城,12,"199,550.00",0.175,"33,958.33","7,280.95",0.13,0.04,239,2020-08-29,,202008,202208,,FP,F1,2024-09-30,202609
D045,8000121,星羽宏文（沈阳）商贸有限公司,CN5543,ML 丹东 万达,7,"101,914.00",0,"43,000.00",4600,0.26,0.04,173,2022-01-25,,202201,202401,,FP,F2,2024-09-10,202609
D016,8000026,武汉摩顶贸易有限公司,CN5334,ML 武汉 首创奥莱 FO,8,"60,604.65",0.11,"32,229.17","4,800.00",0.28,0.04,182,2021-09-10,,202109,202309,,FO,O2,,202309
D008,8000027,沈阳固孚固贸易有限公司,CN5332,ML 锦州 千盛,7,"30,000.00",0.17,"21,000.00","4,400.00",0.26,0.04,154,2021-09-10,,202109,202309,,FP,F3,,202309
D073,8000413,山东德峻丰品牌管理有限公司,CN5390,ML 烟台 万象汇,6,"58,880.00",0.155,"30,540.06","4,000.00",0.26,0.04,163.26,2021-09-29,,202109,202309,,FP,F3,,202309
D073,8000413,山东德峻丰品牌管理有限公司,CN5389,ML 日照 万象汇,6,"37,714.00",0.14,"32,707.54","4,000.00",0.26,0.04,126,2021-10-15,,202110,202310,,FP,F3,,202310
D073,8000413,山东德峻丰品牌管理有限公司,CN5388,ML 菏泽 牡丹万达,5,"36,062.66",0,"29,456.49","4,000.00",0.26,0.04,151,2021-09-20,,202109,202309,,FP,F4,,202309
D022,8000021,新疆莘三石商贸有限公司,CN5386,ML 巴音郭楞蒙古自治 库尔勒汇嘉,6,"30,000.00",0.17,"29,000.00","4,400.00",0.26,0.04,238,2021-09-18,,202109,202309,,FP,F3,,202309
D025,8000018,华初壹通国际贸易有限公司,CN5385,ML 北京 东方新天地,6,"275,229.00",0,"40,000.00",5500,0.28,0.04,160,2021-10-14,,202110,202310,,FP,F3,,202310
D025,8000018,华初壹通国际贸易有限公司,CN5384,ML 保定 先天下,6,"110,250.00",0.21,"40,000.00","4,000.00",0.28,0.04,155,2021-09-26,,202109,202309,,FP,F3,,202309
D073,8000413,山东德峻丰品牌管理有限公司,CN5275,ML 威海 威高,7,"80,400.00",0.15,"32,173.83","4,000.00",0.26,0.04,156,2021-07-31,,202107,202307,,FP,F3,2025-10-01,202710
D023,8000017,沈阳瑞元禾商贸有限公司,CN5317,ML 长春 中东新天地,6,"61,632.00",0.18,"11,000.00",4800,0.25,0.04,174,2021-09-19,,202109,202309,,FP,F2,2025-06-28,202706
D021,8000023,山西凌皓国际贸易有限公司,CN5276,ML 太原 万象城-2F,13,"136,224.00",0.2,"40,000.00","4,200.00",0.28,0.03,304,2021-09-14,,202109,202309,,FP,F1,2024-11-09,202611
D008,8000027,沈阳固孚固贸易有限公司,CN5272,ML 大连 亿合城,7,"40,000.00",0.16,"24,000.00","4,400.00",0.26,0.04,139,2021-08-13,,202108,202308,,FP,F2,,202308
D029,8000019,北京嘉尚国际时装有限公司,CN5177,ML 北京 领展·中关村,8,"146,400.00",0.17,"30,500.00",5500,0.32,0.03,1101,2021-05-01,,202105,202305,,FP,F2,2025-09-05,202709
D049,8000183,北京鑫聚盛业服装服饰有限公司,CN5312,ML 北京 房山龙湖天街,7,"77,186.97",0.158,"36,250.00",5500,0.32,0.04,129,2021-08-28,,202108,202308,,FP,F3,,202308
D005,8000029,西安纳霁动力商贸有限公司,CN5311,ML 西安 赛格国际-5F,11,"382,000",0.24,"42,000.00",4000,0.25,0.04,200,2021-08-29,,202108,202308,,FP,F1,2025-10-20,202710
D008,8000027,沈阳固孚固贸易有限公司,CN5308,ML 沈阳 万象城,13,"167,940.00",0,"42,000.00","4,400.00",0.26,0.04,145,2021-08-27,,202108,202308,,FP,H,2024-03-24,202603
D008,8000027,沈阳固孚固贸易有限公司,CN5306,ML 沈阳 赛特奥莱一店 FO,14,"180,000.00",0.12,"36,000.00","4,400.00",0.26,0.04,222,2021-08-01,,202108,202308,,FO,O1,,202308
D047,8000180,内蒙古旭雅商贸有限公司,CN5180,ML 鄂尔多斯 每天百货,6,"50,000.00",0.15,"13,000.00","4,900.00",0.26,0.04,167,2021-04-30,,202104,202304,,FP,F3,,202304
D022,8000021,新疆莘三石商贸有限公司,CN5245,ML 乌鲁木齐 CCMALL,6,"79,189.55",0,"35,000.00","4,400.00",0.26,0.04,184,2021-07-03,,202107,202307,,FP,F2,2026-02-04,202802
D049,8000183,北京鑫聚盛业服装服饰有限公司,CN5243,ML 北京 通州万达,8,"161,773.29",0,"40,000.00",5500,0.32,0.04,140,2021-10-01,,202110,202310,,FP,F2,2022-07-30,202407
D029,8000019,北京嘉尚国际时装有限公司,CN5242,ML 天津 南开大悦城,14,"291,175.00",0.185,"40,000.00","5,000.00",0.3,0.04,242,2021-06-19,,202106,202306,,FP,F2,2022-09-10,202409
D016,8000026,武汉摩顶贸易有限公司,CN5241,ML 武汉 江宸龙湖天街,7,"58,879.00",0.13,"40,000.00","4,800.00",0.28,0.04,210,2021-06-19,,202106,202306,,FP,F3,2025-06-01,202706
D073,8000413,山东德峻丰品牌管理有限公司,CN5240,ML 泰安 万达,7,"76,384.80",0,"27,201.67","4,000.00",0.26,0.04,165,2021-06-18,,202106,202306,,FP,F3,,202306
D025,8000018,华初壹通国际贸易有限公司,CN5238,ML 石家庄 万象城,9,"220,160.00",0.2,"40,000.00","4,000.00",0.28,0.04,229,2021-08-14,,202108,202308,,FP,F1,2024-12-30,202612
D073,8000413,山东德峻丰品牌管理有限公司,CN5216,ML 济宁 太白路万达,7,"62,159.64",0,"27,808.96","4,000.00",0.26,0.04,138.5,2021-07-09,,202107,202307,,FP,F3,,202307
D049,8000183,北京鑫聚盛业服装服饰有限公司,CN5289,ML 北京 长楹龙湖天街,6,"128,623.16",0.179,"40,000.00",5500,0.32,0.04,142,2021-07-23,,202107,202307,,FP,F2,2022-07-30,202407
D005,8000029,西安纳霁动力商贸有限公司,CN5288,ML 兰州 中心,8,"256,800",0,"29,000.00",4000,0.25,0.04,176,2021-07-17,,202107,202307,,FP,F2,2025-08-01,202708
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5286,ML 哈尔滨 杉杉奥莱 FO,8,"200,000",0.14,"29,000.00","4,500.00",0.26,0.04,245,2021-07-31,,202107,202307,,FO,O1,2022-11-06,202411
D049,8000183,北京鑫聚盛业服装服饰有限公司,CN5263,ML 北京 崇文门新世界,5,"42,749.84",0.21,"40,000.00",5500,0.32,0.02,222,2023-08-18,,202308,202508,,FP,F4,,202508
D016,8000026,武汉摩顶贸易有限公司,CN5281,MM 武汉 永旺经开,9,"108,654.00",0.15,"40,000.00","4,800.00",0.28,0.04,302,2021-08-02,,202108,202308,,FP,F2,2025-11-21,202711
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5215,ML 哈尔滨 融创茂,6,"59,805.90",0,"17,000.00","4,500.00",0.26,0.04,164,2021-06-06,,202106,202306,,FP,F3,,202306
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5214,ML 哈尔滨 王府井,6,"98,340",0.21,"22,000.00","4,500.00",0.26,0.04,173,2021-05-15,,202105,202305,,FP,F3,,202305
D016,8000026,武汉摩顶贸易有限公司,CN5213,ML 黄石 万达,6,"83,837.75",0,"40,000.00","4,800.00",0.28,0.04,166,2021-08-09,,202108,202308,,FP,F4,,202308
D022,8000021,新疆莘三石商贸有限公司,CN5212,ML 乌鲁木齐 经开万达,7,"105,523.94",0,"26,000.00","4,400.00",0.26,0.04,147,2021-06-05,,202106,202306,,FP,F2,2025-04-01,202704
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5322,ML 三亚 亚龙湾小镇奥莱一店 FO,5,"35,000.00",0.11,"20,833.33","3,978.19",0.26,0.04,190,2021-08-29,,202108,202308,,FO,O1,,202308
D025,8000018,华初壹通国际贸易有限公司,CN5320,ML 邯郸 新世纪,7,"110,360.29",0.15,"40,000.00","4,000.00",0.28,0.04,197,2021-08-13,,202108,202308,,FP,F2,,202308
D025,8000018,华初壹通国际贸易有限公司,CN5319,ML 秦皇岛 乐都汇,5,"80,047.00",0,"36,875.00","4,000.00",0.28,0.04,145,2021-08-06,,202108,202308,,FP,F3,,202308
D073,8000413,山东德峻丰品牌管理有限公司,CN5315,ML 德州 奥德乐,7,"110,207.21",0.145,"31,579.00","4,000.00",0.26,0.04,209,2021-09-16,,202109,202309,,FP,F3,,202309
D073,8000413,山东德峻丰品牌管理有限公司,CN5314,ML 青岛 融创茂,6,"73,596.00",0.1,"36,335.83","4,000.00",0.26,0.04,221.4,2021-08-14,,202108,202308,,FP,F3,,202308
D047,8000180,内蒙古旭雅商贸有限公司,CN5309,ML 呼和浩特 东万达,10,"178,981.60",0,"27,000.00","4,900.00",0.26,0.04,178,2021-08-21,,202108,202308,,FP,F2,2025-05-01,202705
D049,8000183,北京鑫聚盛业服装服饰有限公司,CN5211,ML 北京 大兴住总万科,5,"78,597.00",0.137,"40,000.00",5500,0.32,0.02,164,2021-05-28,,202105,202305,,FP,F4,,202305
D008,8000027,沈阳固孚固贸易有限公司,CN5307,ML 沈阳 杉杉奥莱一店 FO,16,"150,000.00",0.12,"34,000.00","4,400.00",0.26,0.04,370,2021-08-01,,202108,202308,,FO,O1,2025-12-06,202712
D008,8000027,沈阳固孚固贸易有限公司,CN5179,ML 葫芦岛 百货大楼,7,"61,677.00",0.19,"27,000.00","4,400.00",0.26,0.04,150,2021-04-23,,202104,202304,,FP,F3,2025-11-30,202711
D016,8000026,武汉摩顶贸易有限公司,CN5298,ML 武汉 群光,6,"52,495.08",0.16,"25,625.00","4,800.00",0.28,0.04,102,2021-07-29,,202107,202307,,FP,F3,,202307
D021,8000023,山西凌皓国际贸易有限公司,CN5280,ML 太原 公元时代城,9,"67,160.00",0.19,"40,000.00","4,200.00",0.28,0.02,164,2021-08-07,,202108,202308,,FP,F3,,202308
D023,8000017,沈阳瑞元禾商贸有限公司,CN5394,ML 吉林 财富广场,8,"118,492.80",0.23,"13,000.00",4800,0.25,0.04,168,2021-09-30,,202109,202309,,FP,F2,2025-12-06,202712
D021,8000023,山西凌皓国际贸易有限公司,CN5393,ML 忻州 开来欣悦,8,"54,250.00",0.155,"30,833.33","4,200.00",0.28,0.02,132,2021-10-01,,202110,202310,,FP,F3,2025-08-08,202708
D045,8000121,星羽宏文（沈阳）商贸有限公司,CN5113,ML 抚顺 万达,8,"111,974.31",0,"53,000.00",4600,0.26,0.04,151,2021-03-20,,202103,202303,,FP,F2,2025-06-25,202706
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5391,ML 哈尔滨 群力远大,6,"50,000.00",0.11,"25,000.00","4,500.00",0.26,0.04,158,2021-10-20,,202110,202310,,FP,F2,2025-11-09,202711
D005,8000029,西安纳霁动力商贸有限公司,CN5343,ML 西安 开元钟楼,9,"200,000.00",0.22,"25,000.00",4000,0.25,0.04,170,2021-09-28,,202109,202309,,FP,F2,2025-09-29,202709
D002,8000028,河南金安芯商贸有限公司,CN5339,ML 郑州 杉杉奥莱 FO,10,"169,528.99",0.16,"40,000.00","4,100.00",0.28,0.04,238,2021-09-11,,202109,202309,,FO,O1,,202309
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5338,ML 鹤岗 比优特,6,"100,000.00",0.15,"17,000.00","4,500.00",0.26,0.04,150,2021-10-04,,202110,202310,,FP,F3,,202310
D016,8000026,武汉摩顶贸易有限公司,CN5273,ML 黄石 武商,8,"54,999.44",0.12,"40,000.00","4,800.00",0.28,0.04,277,2021-09-07,,202109,202309,,FP,F3,,202309
D029,8000019,北京嘉尚国际时装有限公司,CN5318,ML 天津 金元宝滨海国际,8,"49,872.00",0.2,"40,000.00","5,000.00",0.3,0.03,153,2021-09-28,,202109,202309,,FP,F4,,202309
D073,8000413,山东德峻丰品牌管理有限公司,CN5316,ML 济南 恒隆,7,"109,440.00",0.15,"38,873.85","4,000.00",0.26,0.04,187,2021-09-17,,202109,202309,,FP,F1,2024-10-01,202610
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5270,ML 佳木斯 万达,8,"184,496",0,"29,000.00","4,500.00",0.26,0.04,195,2021-07-18,,202107,202307,,FP,F2,2025-07-07,202707
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5269,ML 哈尔滨 哈西万达,9,"293,087",0,"33,000.00","4,500.00",0.26,0.04,153,2021-07-21,,202107,202307,,FP,F2,2025-04-25,202704
