전년할인율,brand,ON/OFF,fr_or_cls,REGION,SUB REGION,account_nm_cn,account_id,POS CHANNEL,New code,Original code,Store Name,PROVINCE,CITY,trade_zone,KEY STORE,UPGRADE ACTION,UPGRADE FLAG, UPGRADE DATE ,REOPEN DATE,Open Date,Open YM,Close Date,Close YM, Original Space CAD , Original Space Sell ,Original Floor,Original Shop Location Level,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
4.9393%,MLB,Offline,FR,NORTH,西北,山西凌皓国际贸易有限公司,D021,FP,CN5122,CN5122,ML 西宁 海湖万达,青海省,西宁市,F2,#REF!,,Y25 UPGRADE,2025-09-01,2025-10-01,2021-07-16,202107,,999999,191,141,1F,,470000,630000,470000,500000,480000,390000,510000,500000,440000,400000,310000,390000
0.0000%,MLB,Offline,FR,NORTH,西北,山西凌皓国际贸易有限公司,D021,FP,CN6467,CN6467,ML 西宁 大象城购物中心,青海省,西宁市,F3,#REF!,,Y25 NEW,,,2025-11-15,202511,,999999,196,169,LG,,340000,460000,340000,370000,350000,290000,370000,360000,320000,290000,230000,290000
13.3674%,MLB,Offline,FR,NORTH,西北,山西凌皓国际贸易有限公司,D021,FO,CN6466,CN6466,ML 西宁 城北吾悦广场 FO,青海省,西宁市,O2,#REF!,,Y25 NEW,,,2025-10-01,202510,,999999,344,295,1F,,210000,270000,210000,220000,210000,170000,220000,220000,190000,170000,140000,170000
0.1113%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN6196,CN6196,ML 庆阳 丽晶茂,甘肃省,庆阳市,F3,#REF!,,Existing,,,2023-11-10,202311,,999999,170,145,1F,,300000,270000,260000,240000,230000,170000,180000,180000,180000,250000,240000,290000
80.8628%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,OTHERS,CN4283,CN4283,MLB 西安美尚内购仓,甘肃省,兰州市,DC,#REF!,,OTHERS,,,2025-09-30,202509,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,OTHERS,CN4047,CN4047,MLB 西安纳霁动力内购仓,陕西省,西安市,DC,#REF!,,OTHERS,,,2022-01-01,202201,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2.3268%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5311,CN5311,ML 西安 赛格国际-5F,陕西省,西安市,F1,#REF!,,Y25 UPGRADE,2025-09-14,2025-10-23,2021-08-29,202108,,999999,234,200,5F,A,2000000,1790000,1500000,1600000,1520000,1150000,1180000,1210000,1350000,1640000,1610000,1930000
1.6864%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5022,CN5022,ML 西安 赛格国际-B1F,陕西省,西安市,F1,#REF!,,Y24 UPGRADE,2024-08-12,2024-08-12,2020-09-12,202009,,999999,204,166,B1,A,1520000,1360000,1140000,1210000,1050000,870000,900000,920000,1120000,1240000,1220000,1460000
0.1275%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5918,CN5918,ML 兰州 万象城,甘肃省,兰州市,F1,#REF!,,Y26 Upgrade,2026-03-01,2026-03-31,2023-04-17,202304,,999999,140,128,5F,B,490000,440000,410000,390000,370000,280000,290000,300000,280000,400000,390000,470000
0.2220%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5288,CN5288,ML 兰州 中心,甘肃省,兰州市,F2,#REF!,,Y25 UPGRADE,2025-07-01,2025-08-01,2021-07-17,202107,,999999,214,176,4F,A,810000,730000,680000,650000,620000,470000,480000,490000,470000,670000,650000,780000
0.1444%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5310,CN5310,ML 西安 大融城,陕西省,西安市,F2,#REF!,,Y25 CLOSE,,,2021-08-26,202108,2025-07-27,202507,202,153,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.1971%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5342,CN5342,ML 西安 大悦城,陕西省,西安市,F2,#REF!,,Y25 UPGRADE,2025-10-15,2025-11-13,2021-09-28,202109,,999999,195,151,B1,A,650000,580000,490000,520000,490000,370000,380000,390000,440000,530000,520000,620000
0.2524%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5343,CN5343,ML 西安 开元钟楼,陕西省,西安市,F2,#REF!,,Y25 UPGRADE,2025-08-25,2025-09-30,2021-09-28,202109,,999999,195,167,5F,A,1080000,970000,810000,870000,820000,620000,640000,660000,730000,890000,870000,1040000
0.3376%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5027,CN5027,ML 西安 老城根G-PARK,陕西省,西安市,F2,#REF!,,Y24 UPGRADE,2024-04-16,2024-04-16,2020-12-25,202012,,999999,260,214,1F,A,680000,610000,510000,540000,520000,390000,400000,410000,460000,560000,550000,660000
3.0869%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5008,CN5008,ML 西安 赛格国际-2F,陕西省,西安市,F2,#REF!,,Y25 CLOSE,,,2020-08-26,202008,2025-08-15,202508,133,113,2F,,0,0,0,0,0,0,0,0,0,0,0,0
0.9385%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5658,CN5658,ML 西安 熙地港,陕西省,西安市,F2,#REF!,,Y25 UPGRADE,2025-08-20,2025-09-04,2022-06-18,202206,,999999,182,153,1F,A,970000,870000,730000,780000,740000,560000,580000,590000,660000,800000,780000,940000
0.3555%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN6298,CN6298,ML 西安 宜家荟聚,陕西省,西安市,F2,#REF!,,Existing,,,2024-04-22,202404,,999999,237,201,LG,A,540000,480000,410000,430000,410000,310000,320000,330000,360000,440000,430000,520000
17.8078%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5638,CN5638,ML 宝鸡 银泰城,陕西省,宝鸡市,F3,#REF!,,Existing,,,2022-05-15,202205,,999999,218,184,1F,,350000,310000,260000,280000,260000,200000,200000,210000,230000,280000,280000,330000
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5082,CN5082,ML 兰州 国芳百货,甘肃省,兰州市,F3,#REF!,,CLOSED,,,2021-03-31,202103,2024-08-31,202408,163,141,B1,,0,0,0,0,0,0,0,0,0,0,0,0
1.4429%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5429,CN5429,ML 西安 MOMO PARK,陕西省,西安市,F3,#REF!,,Y25 CLOSE,,,2021-11-05,202111,2025-02-28,202502,189,166,1F,,0,0,0,0,0,0,0,0,0,0,0,0
2.8113%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN6328,CN6328,ML 西安 乐荟中心,陕西省,西安市,F3,#REF!,,Y26 CLOSE,,,2024-06-21,202406,2026-10-30,202610,174,134,1F,,300000,300000,300000,200000,200000,200000,200000,0,0,0,0,0
7.1161%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5899,CN5899,ML 西安 曲江创意谷,陕西省,西安市,F3,#REF!,,Existing,,,2023-01-01,202301,,999999,225,210,1F,,380000,340000,280000,300000,290000,220000,220000,230000,260000,310000,300000,360000
3.5645%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5277,CN5277,ML 银川 CCMALL,宁夏回族自治区,银川市,F3,#REF!,,Existing,,,2021-09-04,202109,,999999,155,141,1F,,600000,530000,500000,480000,450000,340000,350000,360000,350000,490000,480000,570000
9.4765%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5535,CN5535,ML 银川 金凤万达,宁夏回族自治区,银川市,F3,#REF!,,Y25 CLOSE,,,2022-01-20,202201,2025-02-26,202502,250,176,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.4117%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5426,CN5426,ML 榆林 万达,陕西省,榆林市,F3,#REF!,,Existing,,,2021-10-18,202110,,999999,170,129,1F,,650000,580000,490000,520000,490000,370000,380000,390000,440000,530000,520000,620000
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5686,CN5686,ML 安康 南方新世纪,陕西省,安康市,F4,#REF!,,CLOSED,,,2022-06-25,202206,2024-06-30,202406,181,149,1F,,0,0,0,0,0,0,0,0,0,0,0,0
9.0619%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN6005,CN6005,ML 西安 大茂城,陕西省,西安市,F3,#REF!,,Existing,,,2023-05-20,202305,,999999,170,135,1F,,350000,310000,260000,280000,260000,200000,200000,210000,230000,280000,280000,330000
14.4186%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,CN5637,CN5637,ML 西安 阳光天地,陕西省,西安市,F4,#REF!,,Y25 CLOSE,,,2022-05-01,202205,2025-03-31,202503,162,136,1F,,0,0,0,0,0,0,0,0,0,0,0,0
31.2286%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FO,CN5341,CN5341,ML 西安 砂之船奥莱 FO,陕西省,西安市,O1,#REF!,,Y25 UPGRADE,2025-07-21,2025-08-26,2021-09-08,202109,,999999,292,241,B1,,1190000,1270000,890000,950000,900000,690000,700000,720000,800000,980000,960000,950000
33.2763%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FO,CN6341,CN6341,ML 兰州 杉杉奥莱 FO,甘肃省,兰州市,O2,#REF!,,Y25 UPGRADE,2025-03-21,2025-04-19,2021-12-24,202112,,999999,490,362,1F,,430000,390000,360000,350000,330000,250000,260000,260000,250000,360000,350000,420000
32.4835%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FO,CN6061,CN6061,ML 西安 塞特机场店奥莱 FO,陕西省,西安市,O2,#REF!,,Existing,,,2023-06-15,202306,,999999,298,258,1F,,0,0,0,200000,600000,600000,600000,600000,600000,600000,600000,600000
28.6811%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FO,CN5777,CN5777,ML 西安 赛特奥莱 FO,陕西省,西安市,O2,#REF!,,Existing,,,2022-09-01,202209,,999999,259,232,1F,,700000,630000,530000,560000,530000,410000,420000,430000,470000,580000,570000,680000
12.6554%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FO,CN5760,CN5760,ML 银川 建发大阅城奥莱 FO,宁夏回族自治区,银川市,O2,#REF!,,Existing,,,2022-08-27,202208,,999999,200,149,1F,,850000,580000,550000,520000,490000,370000,380000,390000,380000,530000,520000,420000
1.2114%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,OTHERS,CN6411,CN6411,ML 兰州 国芳 POP,甘肃省,兰州市,POP-UP,#REF!,,OTHERS,,,2025-05-01,202505,2026-06-30,202606,210,210,4F,,240000,310000,240000,250000,300000,260000,0,0,0,0,0,0
32.4217%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,OTHERS,CN6104,CN6104,ML 西安 高新五环快闪店 POP,陕西省,西安市,POP-UP,#REF!,,OTHERS,,,2023-08-05,202308,,999999,74,62,1F,,320000,290000,240000,260000,250000,190000,190000,200000,220000,270000,260000,310000
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,OTHERS,CN6405,CN6405,ML 西安 龙首印象城 POP,陕西省,西安市,POP-UP,#REF!,,OTHERS,,,2025-03-29,202503,,999999,165,138,1F,,0,0,0,0,0,0,0,0,0,0,0,0
21.5038%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,OTHERS,CN6245,CN6245,ML 西安 香醍天街 POP,陕西省,西安市,POP-UP,#REF!,,OTHERS,,,2023-12-30,202312,2025-03-31,202503,112,91,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,Y26 New Open 06,Y26 New Open 06,ML 西安万象城CCBD,陕西省,西安市,F1,#REF!,,Y26 NEW,,,2026-01-15,202601,,999999,,,,,650000,580000,490000,520000,490000,370000,380000,390000,440000,530000,520000,620000
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,Y26 New Open 33,Y26 New Open 33(2),ML 西安 城北大融城,陕西省,西安市,F2,#REF!,,Y26 NEW,,,2026-09-01,202609,,999999,,,,,0,0,0,0,0,0,300000,300000,300000,400000,300000,400000
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,FP,Y26 New Open 34,Y26 New Open 34(2),ML 兰州 国芳百货,甘肃省,兰州市,F3,#REF!,,Y26 NEW,,,2026-10-01,202610,,999999,,,,,0,0,0,0,0,0,250000,300000,230000,360000,250000,310000
10.6519%,MLB,Offline,FR,NORTH,西北,西安纳霁动力商贸有限公司,D005,OTHERS,CN6341 POP-UP,CN6341 POP-UP,兰州 杉杉奥莱POP UP,甘肃省,兰州市,POP-UP,#REF!,,OTHERS,,,2024-01-01,202401,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1.7925%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5747,CN5747,ML 喀什地 万达,新疆维吾尔自治区,喀什地区,F3,#REF!,,Existing,,,2023-04-20,202304,,999999,254,211,1F,,470000,380000,320000,320000,390000,370000,350000,400000,460000,480000,410000,440000
6.9314%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5245,CN5245,ML 乌鲁木齐 CCMALL,新疆维吾尔自治区,乌鲁木齐市,F2,#REF!,,Y26 Upgrade,2026-01-02,2026-02-01,2021-07-03,202107,,999999,220,184,1F,,590000,480000,400000,410000,480000,460000,430000,500000,580000,600000,510000,550000
0.9871%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5058,CN5058,ML 乌鲁木齐 MM2,新疆维吾尔自治区,乌鲁木齐市,F2,#REF!,,Y24 UPGRADE,2024-06-15,2024-06-15,2020-12-11,202012,,999999,199,169,B1,A,540000,440000,370000,370000,440000,430000,400000,460000,530000,550000,470000,510000
0.7167%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5149,CN5149,ML 乌鲁木齐 北京路汇嘉,新疆维吾尔自治区,乌鲁木齐市,F2,#REF!,,Y24 UPGRADE,2024-08-21,2024-08-21,2021-04-24,202104,,999999,200,172,B1,A,1230000,990000,840000,840000,1000000,970000,900000,1040000,1210000,1260000,1060000,1150000
0.9984%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5212,CN5212,ML 乌鲁木齐 经开万达,新疆维吾尔自治区,乌鲁木齐市,F2,#REF!,,Y25 UPGRADE,2025-03-01,2025-04-02,2021-06-05,202106,,999999,174,147,1F,A,690000,560000,470000,470000,560000,540000,500000,580000,680000,710000,600000,640000
1.8822%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5386,CN5386,ML 巴音郭楞蒙古自治 库尔勒汇嘉,新疆维吾尔自治区,巴音郭楞蒙古自治州,F3,#REF!,,Y26 Upgrade,2026-05-31,2026-06-30,2021-09-18,202109,,999999,280,238,1F,,640000,520000,430000,440000,520000,500000,470000,540000,630000,660000,550000,600000
1.3348%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5571,CN5571,ML 伊犁哈萨克自治州 新茂業,新疆维吾尔自治区,伊犁哈萨克自治州市,F3,#REF!,,Existing,,,2022-04-03,202204,,999999,224,186,1F,,570000,460000,390000,390000,470000,450000,420000,480000,560000,580000,490000,530000
2.7477%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN6195,CN6195,ML 克拉玛依 汇嘉时代,新疆维吾尔自治区,克拉玛依市,F3,#REF!,,Existing,,,2023-11-09,202311,,999999,208,171,1F,,230000,180000,150000,160000,180000,180000,170000,190000,220000,230000,200000,210000
10.5336%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5567,CN5567,ML 石河子 万达,新疆维吾尔自治区,石河子市,F3,#REF!,,Existing,,,2022-04-01,202204,,999999,282,229,1F,,440000,360000,300000,300000,360000,350000,320000,370000,440000,450000,380000,410000
7.0911%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FP,CN5044,CN5044,ML 乌鲁木齐 德汇万达,新疆维吾尔自治区,乌鲁木齐市,F3,#REF!,,Y26 CLOSE,,,2020-11-06,202011,2026-07-30,202607,254,222,1F,,300000,300000,200000,200000,200000,200000,200000,0,0,0,0,0
28.9947%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FO,CN6342,CN6342,ML 乌鲁木齐 杉杉奥莱 FO,新疆维吾尔自治区,乌鲁木齐市,O1,#REF!,,Existing,,,2022-04-01,202204,,999999,300,241,1F,,1380000,1110000,440000,850000,1130000,1080000,1010000,1160000,1450000,1410000,1190000,1790000
10.6519%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FO,CN6060,CN6060,ML 乌鲁木齐 MM3 FO,新疆维吾尔自治区,乌鲁木齐市,O3,#REF!,,CLOSED,,,2023-08-05,202308,2024-03-03,202403,225,183,6F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,FO,TBD4(2),TBD4(2),乌鲁木齐 砂之船,新疆维吾尔自治区,乌鲁木齐市,O1,#REF!,,,,,,190001,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,西北,新疆莘三石商贸有限公司,D022,OTHERS,CN6342 POP-UP,CN6342 POP-UP,乌鲁木齐 杉杉 POPUP,新疆维吾尔自治区,乌鲁木齐市,POP-UP,#REF!,,OTHERS,,,2024-01-01,202401,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
3.0179%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5546,CN5546,ML 东莞 东城万达,广东省,东莞市,F3,#REF!,,Y26 CLOSE,,,2022-04-20,202204,2026-03-31,202603,242,197,1F,,850000,880000,250000,0,0,0,0,0,0,0,0,0
3.4833%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5163,CN5163,ML 广州 白云万达,广东省,广州市,F3,#REF!,,Existing,,,2021-05-01,202105,,999999,193,163,1F,,596729.9503,617509.6961,342384.5406,368483.7378,476828.8252,287333.5645,386269.6973,447871.903,450000,600000,527928.6332,650000
4.3990%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5248,CN5248,ML 深圳 龙岗万达,广东省,深圳市,F4,#REF!,,Existing,,,2021-09-17,202109,,999999,266,225,1F,,0,0,0,0,0,0,0,0,0,0,0,0
16.6326%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FO,CN6262,CN6262,ML 佛山 佛罗伦萨奥莱二期 FO,广东省,佛山市,O1,#REF!,,Existing,,,2023-12-20,202312,,999999,324,155,1F,,1278991.194,1323529.115,948177.5319,1004116.811,1022003.115,830184.9399,827904.7178,750000,600000,1226543.048,1131527.037,1283774.385
29.4083%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FO,CN5794,CN5794,ML 佛山 佛罗伦萨奥莱一期 FO,广东省,佛山市,O1,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2022-09-03,202209,,999999,258,163,1F,,1453037.429,1503636.11,1077206.356,1140757.902,1161078.189,943157.2295,940566.7128,1090568.084,1162562.149,1393452.095,1285506.222,1600000
35.3792%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,OTHERS,CN6378,CN6378,ML 东莞 益田假日奥莱 FO,广东省,东莞市,POP-UP,#REF!,,OTHERS,,,2024-09-28,202409,2025-09-30,202509,60,60,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.0000%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,OTHERS,CN6265,CN6265,ML 广州 新世界·云门 POP,广东省,广州市,POP-UP,#REF!,,OTHERS,,,2023-12-20,202312,2025-07-09,202507,60,58,1F,,0,0,0,0,0,0,0,0,0,0,0,0
3.3360%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5867,CN5867,MM 广州 天汇广场,广东省,广州市,F1,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2022-12-17,202212,,999999,561,420,B1,A,1127819.606,1167093.326,836106.7817,885434.2645,901206.4797,732060.4369,730049.7278,846477.8967,902358.3006,1081570.62,997785.1167,1132037.444
4.3113%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5471,CN5471,ML 东莞 汇一城,广东省,东莞市,F2,#REF!,,Y24 UPGRADE,2024-09-30,2024-09-30,2021-12-04,202112,,999999,372,303,1F,B,1701674.908,1760931.817,1261533.248,1235959.459,1359756.867,1104546.215,1101512.42,1177181.377,800000,1531893.589,1605476.486,1708038.859
4.4046%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN6002,CN6002,ML 东莞 民盈国贸城,广东省,东莞市,F2,#REF!,,Y25 UPGRADE,2025-06-16,2025-07-15,2023-05-01,202305,,999999,253,185,1F,B,1030353.714,1066233.409,763850.64,808915.254,823324.4382,668795.9547,666959.0106,773325.4859,824376.7191,988101.5538,911556.7733,1034207.048
4.4285%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN6461,CN6461,ML 东莞 松山湖万象汇,广东省,东莞市,F2,#REF!,,Y25 NEW,,,2025-09-15,202509,,999999,200,200,1F,,533078.7556,551641.9952,395196.8562,418512.1391,425967.0839,346017.9843,345067.5962,400098.9,426511.5072,511218.5645,471616.2456,535072.3721
3.9453%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5859,CN5859,ML 佛山 环宇城,广东省,佛山市,F2,#REF!,,Y25 UPGRADE,2025-07-31,2025-08-30,2022-10-29,202210,,999999,305,243,1F,A,905040.4247,936556.3724,670949.8865,710533.6691,723190.3849,587455.9061,585842.3742,679272.3862,724114.6857,867927.0405,800691.7603,908425.1094
3.6495%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5507,CN5507,ML 佛山 岭南站,广东省,佛山市,F2,#REF!,,Y25 UPGRADE,2025-08-04,2025-08-27,2022-01-01,202201,,999999,195,150,1F,A,965707.9696,999336.5248,715925.6481,758162.8491,771667.9822,626834.8185,625113.1267,724806.0297,772654.2415,926106.7652,854364.5047,969319.5398
2.9821%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN6407,CN6407,ML 佛山 顺德万象汇,广东省,佛山市,F2,#REF!,,Y25 NEW,,,2025-04-25,202504,,999999,235,187,1F,A,645367.4296,674805.4028,426711.4325,463685.2953,575507.5024,748722.5497,750000,1054485.196,800000,1100701.082,847898.897,1048528.948
10.6519%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5472,CN5472,ML 佛山 万科,广东省,佛山市,F2,#REF!,,CLOSED,,,2021-12-24,202112,2023-05-30,202305,234,173,1F,,0,0,0,0,0,0,0,0,0,0,0,0
3.3373%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN6256,CN6256,ML 广州 番禺天河城,广东省,广州市,F2,#REF!,,Existing,,,2023-12-19,202312,,999999,186,145,1F,A,1006484.516,1041533.021,646155.2584,690175.9045,804251.2852,653302.6121,851508.2227,755410.6097,805279.1889,965211.1703,890439.628,1010248.583
3.2144%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN5545,CN5545,ML 广州 天河城,广东省,广州市,F1,#REF!,,Y26 Upgrade,2026-06-24,2026-07-24,2022-04-01,202204,,999999,119,94,1F,A,1383418.935,1431593.312,1025594.827,1086101.466,1105448.16,897968.3137,895501.9148,1038316.362,1106861.02,1326688.476,1223914.548,1388592.667
4.8112%,MLB,Offline,FR,SOUTH,华南,常春藤(广州)投资有限公司,D027,FP,CN6463,CN6463,ML 广州 天河城B1,广东省,广州市,F2,#REF!,,Y26 CLOSE,,,2025-10-01,202510,2026-07-31,202607,460,460,B1,,400000,350000,300000,320000,400000,350000,350000,0,0,0,0,0
