전년할인율,brand,ON/OFF,fr_or_cls,REGION,SUB REGION,account_nm_cn,account_id,POS CHANNEL,New code,Original code,Store Name,PROVINCE,CITY,trade_zone,KEY STORE,UPGRADE ACTION,UPGRADE FLAG, UPGRADE DATE ,REOPEN DATE,Open Date,Open YM,Close Date,Close YM, Original Space CAD , Original Space Sell ,Original Floor,Original Shop Location Level,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
4.6868%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5324,CN5324,ML 上海 宝杨宝龙,上海市,上海市,F3,#REF!,,Existing,,,2021-08-27,202108,,999999,176,145,1F,,718610.0485,740151.7183,458605.307,485661.4749,494312.5488,401535.7952,400432.9195,164293.8728,494944.3236,593242.4387,597286.0164,670923.5363
3.4471%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN6381,CN6381,ML 苏州  新区永旺,江苏省,苏州市,F3,#REF!,,Existing,,,2024-10-26,202410,,999999,202,161,1F,,553964.3039,573254.8345,410680.3152,434909.07,442656.0928,359574.659,358587.0356,415774.4166,443221.8461,531247.6501,490093.7478,556036.0285
20.0253%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5901,CN5901,ML 苏州 歌林公园,江苏省,苏州市,F3,#REF!,,Existing,,,2022-12-17,202212,,999999,302,200,3F,,487329.4594,504299.5851,361280.7081,382595.0526,389410.2073,316322.411,315453.5861,365762.0541,389907.9077,467345.3295,431141.7171,489151.982
3.0408%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5128,CN5128,ML 苏州 昆山金鹰,江苏省,苏州市,F3,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2021-04-15,202104,,999999,205,266,5F,A,590040.6051,608846.275,400358.0092,423977.7827,431530.0868,350536.8759,349574.076,405324.0722,132081.6201,517894.9264,577775.413,642060.2576
3.9360%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5370,CN5370,ML 苏州 太仓万达,江苏省,苏州市,F3,#REF!,,Existing,,,2022-11-18,202211,,999999,193,135,1F,,471416.6608,487832.6599,349483.787,370102.1529,376694.7719,305993.5159,305153.0608,353818.8034,377176.2209,452085.0739,417063.6202,473179.6723
5.5700%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN6182,CN6182,ML 苏州 相城天虹,江苏省,苏州市,F3,#REF!,,Y26 CLOSE,,,2023-09-23,202309,2026-09-22,202609,198,150,1F,,240000,260000,130000,130000,120000,120000,240000,190000,0,0,0,0
5.9302%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN6225,CN6225,ML 苏州 园区永旺,江苏省,苏州市,F3,#REF!,,Existing,,,2023-12-06,202312,,999999,285,218,1F,,588773.551,609276.2335,436486.08,462237.288,470471.1076,382169.117,381119.4346,441900.2776,471072.4109,564629.4593,520889.5847,590975.4558
3.2215%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5467,CN5467,ML 无锡 苏宁,江苏省,无锡市,F3,#REF!,,Existing,,,2021-12-24,202112,,999999,145,129,1F,,694195.8422,718369.6131,514640.6822,545002.7484,554710.8667,450598.0467,449360.4145,521024.3138,555419.8358,665728.6531,614156.9766,696792.007
10.8795%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5067,CN5067,ML 无锡 锡东八佰伴,江苏省,无锡市,F3,#REF!,,Y26 Upgrade,2026-06-01,2026-07-01,2020-12-18,202012,,999999,234,189,1F,,570149.6067,588262.6184,385611.8579,408361.6582,415635.7927,137625.7571,336698.4194,390395.0088,416167.0116,498819.6068,460177.7919,522094.8705
3.6295%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5228,CN5228,ML 无锡 宜兴华地,江苏省,无锡市,F3,#REF!,,Existing,,,2021-06-19,202106,,999999,120,95,5F,,432629.214,447694.5297,320728.7919,339650.7099,345700.8983,280816.8343,280045.5305,324707.1297,346142.7344,414888.2007,382748.2591,434247.1677
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5371,CN5371,ML 上海 漕河泾印象城,上海市,上海市,F4,#REF!,,CLOSED,,,2021-10-01,202110,2024-09-26,202409,189,168,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5129,CN5129,ML 上海 拉拉宝都,上海市,上海市,F4,#REF!,,CLOSED,,,2021-04-28,202104,2024-04-27,202404,165,144,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5497,CN5497,ML 上海 天安千树,上海市,上海市,F4,#REF!,,CLOSED,,,2021-12-22,202112,2024-12-15,202412,227,194,1F,,0,0,0,0,0,0,0,0,0,0,0,0
1.3422%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5285,CN5285,MM 上海 嘉定大融城,上海市,上海市,F4,#REF!,,Y25 CLOSE,,,2021-09-16,202109,2025-05-31,202505,302,278,1F,,0,0,0,0,0,0,0,0,0,0,0,0
3.3963%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5091,CN5091,ML 苏州 苏州中心,江苏省,苏州市,F1,#REF!,,Y24 UPGRADE,2024-01-06,2024-01-06,2021-01-27,202101,,999999,375,303,4F,A,2229780.914,2307427.898,1653043.567,1750567.567,1781750.377,1447336.419,1443361.102,1673548.011,1784027.61,2138343.324,1972693.326,2238119.885
3.1414%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,CN5368,CN5368,ML 无锡 恒隆,江苏省,无锡市,H,#REF!,,Y24 UPGRADE,2024-09-30,2024-09-30,2021-10-01,202110,,999999,234,115,1F,A,1161634.303,1202085.542,861175.239,911981.6763,928226.7798,754009.3389,751938.344,871857.3045,929413.135,1113998.663,1027701.073,1165978.602
21.6477%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FO,CN5323,CN5323,ML 苏州 比斯特奥莱 FO,江苏省,苏州市,O1,#REF!,,Existing,,,2021-08-04,202108,,999999,222,154,1F,,2138282.322,2212743.078,1585211.27,1678733.394,1708636.624,1387945.273,1384133.082,1604874.319,1710820.411,2050596.854,1891744.269,2146279.105
19.0041%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FO,CN5249,CN5249,ML 无锡 百联奥莱 FO,江苏省,无锡市,O1,#REF!,,Y25 UPGRADE,2025-07-25,2025-08-31,2021-07-01,202107,,999999,226,197,1F,,1039304.664,1075496.054,770486.4081,815942.5101,830476.8706,674605.9582,672753.0561,780043.5644,831538.2929,996685.4476,919475.7028,1043191.472
35.1957%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FO,CN6431,CN6431,ML 苏州 时尚舞台奥莱 FO,江苏省,苏州市,O2,#REF!,,Y25 NEW,,,2025-07-13,202507,,999999,323,323,1F,,489318.5593,506357.9508,362755.3233,384156.665,390999.6367,317613.5229,316741.1518,367254.9605,391499.3685,469252.8615,432901.4792,491148.5207
24.9719%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FO,CN5369,CN5369,ML 苏州 吴江砂之船奥莱 FO,江苏省,苏州市,O2,#REF!,,Existing,,,2021-09-19,202109,,999999,285,216,1F,,397819.9669,411673.1307,294923.027,312322.4919,317885.8835,258222.3763,257513.1315,298581.2687,318292.1695,381506.3914,351952.4221,399307.7404
23.2093%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FO,CN6458,CN6458,ML 无锡 悦尚奥莱 FO,江苏省,无锡市,O2,#REF!,,Y25 NEW,,,2025-09-14,202509,,999999,351,351,1F,,507220.4578,524883.2417,376026.8595,398211.1772,405304.5014,329233.5298,328329.2427,380691.1176,405822.5161,486420.6491,448739.3382,509117.369
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN5810,CN5810,ML 上海 宝山万达 POP,上海市,上海市,POP-UP,#REF!,,OTHERS,,,2022-09-03,202209,2022-10-30,202210,100,87,1F,,0,0,0,0,0,0,,,,,,
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN5811,CN5811,ML 上海 宝杨宝龙 POP,上海市,上海市,POP-UP,#REF!,,OTHERS,,,2022-09-01,202209,2022-10-30,202210,66,57,1F,,0,0,0,0,0,0,,,,,,
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN5755,CN5755,ML 上海 南翔印象城 POP,上海市,上海市,POP-UP,#REF!,,OTHERS,,,2022-08-01,202208,2022-08-31,202208,55,49,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN6179,CN6179,ML 上海 松江印象城 POP,上海市,上海市,POP-UP,#REF!,,OTHERS,,,2023-09-27,202309,2023-11-26,202311,100,87,1F,,0,0,0,0,0,0,,,,,,
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN6284,CN6284,ML 苏州 比斯特苏州购物村 POP,江苏省,苏州市,POP-UP,#REF!,,OTHERS,,,2024-01-11,202401,2024-02-29,202402,360,295,1F,,0,0,0,0,0,0,,,,,,
0.0000%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN6482,CN6482,ML 苏州 东吴天街  POP,江苏省,苏州市,POP-UP,#REF!,,OTHERS,,,2025-11-20,202511,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
14.8357%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN6468,CN6468,ML 苏州 花桥中骏 POP,江苏省,苏州市,POP-UP,#REF!,,OTHERS,,,2025-10-01,202510,2025-12-31,202512,164,141,1F,,,,,,,,,,,,,
1.9940%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN6224,CN6224,ML 苏州 苏州中心 POP,江苏省,苏州市,POP-UP,#REF!,,OTHERS,,,2023-11-30,202311,,999999,91,80,4F,,907715,363419,0,0,0,0,,,,,,200000
18.5201%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,OTHERS,CN6292,CN6292,ML 无锡 百联奥莱 POP,江苏省,无锡市,POP-UP,#REF!,,OTHERS,,,2024-03-16,202403,,999999,165,130,1F,,790000,300000,290000,280000,300000,280000,270000,260000,300000,400000,450000,500000
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FP,Y26-New1,Y26-New1,MLB无锡 海岸城,江苏省,无锡市,F2,#REF!,,Y26 NEW,,,2026-07-01,202607,,999999,,,,,,,,,,,320000,310000,300000,470000,450000,590000
10.6519%,MLB,Offline,FR,CENTRAL,华东,依梵(上海)品牌管理有限公司,D003,FO,Y26-New2,Y26-New2,MLB无锡 杉杉奥莱,江苏省,无锡市,O2,#REF!,,,,,,190001,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
19.8608%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,OTHERS,CN4069,CN4069,成都莱恒 内购仓,重庆市,重庆市,DC,#REF!,,OTHERS,,,2020-01-01,202001,,999999,,,,,0,0,600000,0,0,600000,0,0,600000,0,0,600000
1.3512%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN5195,CN5195,ML 拉萨 万达,西藏自治区,拉萨市,F2,#REF!,,Y24 UPGRADE,2024-09-13,2024-09-13,2021-05-29,202105,,999999,193,156,1F,A,660352.8855,540288.7245,591536.4,577035.9,664574.4,622090.35,588895.65,658589.4,535916.85,703875.9,628254.9,782800
2.0789%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN5446,CN5446,ML 拉萨 神力时代,西藏自治区,拉萨市,F3,#REF!,,Y26 Upgrade,2026-04-01,2026-05-01,2021-11-11,202111,,999999,135,122,1F,,335587.34,274571.46,309422.3,101011.8,526758.75,460113.75,487098.75,477096.25,423561.25,468625,385360.08,459550
1.8251%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN6062,CN6062,ML 拉萨 天海国际,西藏自治区,拉萨市,F3,#REF!,,Existing,,,2023-08-12,202308,,999999,200,163,1F,,583882.178,477721.782,568908.9,543660.6,510135.15,501621.75,513095.1,569628.15,514225.95,580291.95,628719,684950
0.5666%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN6274,CN6274,ML 重庆 北碚吾悦广场,重庆市,重庆市,F3,#REF!,,Y26 CLOSE,,,2023-12-31,202312,2026-08-31,202608,204,175,1F,,746068.4,543190.7,463544.4,449559,478827.8,418438.9,396379.5,365571.8,0,0,0,0
2.3662%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN6194,CN6194,ML 重庆 涪陵泽胜中央广场,重庆市,重庆市,F3,#REF!,,Existing,,,2023-11-03,202311,,999999,194,152,1F,,708138.8435,579386.3265,469563.15,492907.8,494723.25,425754,405255.9,412198.5,407644.65,599175.15,462324.45,633450
3.1545%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN6162,CN6162,ML 重庆 合川财富广场,重庆市,重庆市,F3,#REF!,,Existing,,,2023-09-22,202309,,999999,180,155,1F,,689276.4505,563953.4595,465093.3,512520.75,500863.65,434067.9,345047.85,350648.55,420489.3,525095.55,465987.9,612850
0.5365%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN6386,CN6386,ML 重庆 永川万达,重庆市,重庆市,F3,#REF!,,Existing,,,2024-11-27,202411,,999999,250,193,1F,,764335.011,625365.009,485841.3,480006.45,468821.85,414357.5,383995.18,422459.54,354711.42,494610.71,521984.52,630000
0.0000%,MLB,Offline,FR,CENTRAL,西南,成都莱恒商贸有限公司,D031,FP,CN6493,Y25 New Open 42,ML 重庆 开州新世纪  ,重庆市,重庆市,F3,#REF!,,Y25 NEW,,,2025-12-27,202512,,999999,,,,,600000,800000,550000,550000,550000,550000,436738.8711,426619.2806,418506.365,581299.4192,567646.5123,600000
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN5754,CN5754,ML 成都 春熙路时代百盛 POP,四川省,成都市,POP-UP,#REF!,,OTHERS,,,2022-08-05,202208,2022-10-30,202210,103,73,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN4040,CN4040,MLB 成都宝康内购仓,四川省,成都市,DC,#REF!,,OTHERS,,,2025-03-04,202503,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5065,CN5065,ML 成都 群光-2F_闭店,四川省,成都市,F1,#REF!,,CLOSED,,,2020-12-15,202012,2022-07-30,202207,104,96,2F,,0,0,0,0,0,0,0,0,0,0,0,0
4.3953%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5969,CN5969,ML 成都 万象城A馆,四川省,成都市,F1,#REF!,,Y26 Upgrade,2026-03-31,2026-04-30,2023-04-29,202304,,999999,218,182,4F,A,779702.506,637938.414,400721,147759,1170612.3,786191.9,616146,578501.56,504997.67,693440.29,655131.5,818850
4.6404%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5403,CN5403,ML 成都 春熙茂业,四川省,成都市,F2,#REF!,,Y25 UPGRADE,2025-10-15,2025-12-01,2021-10-01,202110,,999999,204,178,1F,A,1598960.935,1308240.765,1426562.8,1410520.8,1394136.9,1010852.7,874262.97,986241.48,844210.66,1484149.66,819622,515000
4.2090%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5971,CN5971,ML 成都 大悦城,四川省,成都市,F2,#REF!,,Y26 Upgrade,2026-08-02,2026-09-01,2023-04-01,202304,,999999,210,180,2F,A,976401.1675,798873.6825,440000,481220,473301,599699,573024.51,620313.72,519643.99,509395.52,572465.98,787800
6.8927%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6443,CN6443,ML 成都 环球中心,四川省,成都市,F2,#REF!,,Y25 NEW,,,2025-09-01,202509,,999999,358,358,1F,A,950000,950000,504900,367200,413100,367200,459000,459000,545706.018,559729.386,524782.044,550800
5.9790%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5547,CN5547,ML 成都 金牛凯德,四川省,成都市,F2,#REF!,,Y25 UPGRADE,2025-06-25,2025-07-24,2022-04-29,202204,,999999,183,161,1F,,1006939.005,823859.1855,432275.4,505683,477746.64,304558.92,126584.64,708901.2,470345.4,867665.52,718379.28,1074600
5.7830%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5284,CN5284,ML 成都 群光广场,四川省,成都市,F2,#REF!,,Y24 UPGRADE,2024-04-26,2024-04-26,2021-07-30,202107,,999999,186,172,6F,A,837736.9825,685421.1675,510198.14,592419.95,497048.13,470163.07,470185.73,435337.74,406288.65,501445.2,812047.88,700400
4.8810%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5522,CN5522,ML 成都 仁和新城,四川省,成都市,F2,#REF!,,Y26 CLOSE,,,2022-01-25,202201,2026-03-31,202603,200,160,1F,A,510000,408000,306000,0,0,0,0,0,0,0,0,0
5.4381%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5404,CN5404,ML 德阳 洋洋百货,四川省,德阳市,F2,#REF!,,Y25 UPGRADE,2025-06-30,2025-07-31,2021-10-01,202110,,999999,225,193,1F,A,1283647.508,1050257.052,618493.32,695907.72,751975.92,522833.4,482189.76,658527.84,587606.4,979662.6,971879.04,1809000
4.1446%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5402,CN5402,ML 泸州 万象汇,四川省,泸州市,F2,#REF!,,Y25 UPGRADE,2025-09-01,2025-10-01,2021-10-01,202110,,999999,190,166,1F,A,1441499.345,1179408.555,726978.2,674434.73,658015.5,584977.17,624640.41,585606.5,490046,1249150.01,733542.31,1091800
2.7016%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5436,CN5436,ML 宜宾 万达,四川省,宜宾市,F2,#REF!,,Y25 UPGRADE,2025-06-03,2025-07-25,2021-10-26,202110,,999999,200,140,1F,A,1474803.974,1206657.797,560163.6,697268.52,611318.88,540806.76,410341.68,832736.16,602848.44,1089292.32,953232.84,1544400
6.2870%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6339,CN6339,ML 成都 和悦广场,四川省,成都市,F3,#REF!,,Existing,,,2024-08-09,202408,,999999,214,172,1F,,744816.0005,609394.9095,321319.83,359219.71,375971.63,294548.07,318540.89,359949.98,313822.46,459426.35,530920.71,535600
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5401,CN5401,ML 成都 环球乐天,四川省,成都市,F3,#REF!,,CLOSED,,,2021-09-19,202109,2024-05-31,202405,174,152,1F,,0,0,0,0,0,0,0,0,0,0,0,0
6.7354%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5959,CN5959,ML 成都 锦华万达,四川省,成都市,F3,#REF!,,Existing,,,2023-01-20,202301,,999999,173,146,1F,,444536.411,363711.609,312636.93,369935.83,357490.34,356695.18,331905.14,352404.2,317683.93,385052.11,402229.42,463500
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5762,CN5762,ML 成都 凯德新南广场,四川省,成都市,F3,#REF!,,CLOSED,,,2022-10-01,202210,2024-02-28,202402,322,264,1F,,0,0,0,0,0,0,0,0,0,0,0,0
4.9763%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5719,CN5719,ML 成都 龙湖滨江天街,四川省,成都市,F3,#REF!,,Y26 Upgrade,2026-03-31,2026-04-30,2022-08-12,202208,,999999,180,132,1F,,446694.314,365477.166,402966.9,122089.8,468434.2,411217.3,440291.8,455568.1,456322.1,670897.5,485606.89,509850
1.0932%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6375,CN6375,ML 成都 七一广场,四川省,成都市,F3,#REF!,,Existing,,,2024-10-01,202410,,999999,235,192,1F,,613332.1095,501817.1805,709519.62,316488.1,285609.73,219340.56,261796.13,292229.54,319841.78,512410.58,565024.01,520150
5.2910%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5725,CN5725,ML 成都 青羊万达,四川省,成都市,F3,#REF!,,Y26 CLOSE,,,2022-08-08,202208,2026-06-30,202606,197,174,1F,,306000,255000,153000,153000,204000,204000,0,0,0,0,0,0
6.6036%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5884,CN5884,ML 成都 三利爱琴海,四川省,成都市,F3,#REF!,,Existing,,,2022-12-24,202212,,999999,186,150,1F,,395725.473,323775.387,276907.26,265960.42,289238.42,224300.01,224855.18,235956.52,237442.81,311332.95,347054.38,360500
10.4641%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6089,CN6089,ML 成都 世茂广场,四川省,成都市,F3,#REF!,,Y26 CLOSE,,,2023-08-01,202308,2026-02-28,202602,220,192,1F,,255000,204000,0,0,0,0,0,0,0,0,0,0
13.5599%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5301,CN5301,ML 成都 蜀都万达,四川省,成都市,F3,#REF!,,Y25 CLOSE,,,2021-08-12,202108,2025-07-31,202507,210,181,1F,,0,0,0,0,0,0,0,0,0,0,0,0
15.7979%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6317,CN6317,ML 成都 温江旭辉广场,四川省,成都市,F3,#REF!,,Existing,,,2024-05-31,202405,,999999,227,196,1F,,336964.7325,275698.4175,203700.01,217236.27,241440.24,151357.47,206065.92,208821.17,200656.36,224020.88,247830.36,293550
1.4970%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5861,CN5861,ML 成都 新都旭辉广场,四川省,成都市,F3,#REF!,,Y25 CLOSE,,,2022-12-23,202212,2025-10-15,202510,251,203,1F,,0,0,0,0,0,0,0,0,0,0,0,0
9.0466%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5593,CN5593,ML 成都 新光天地,四川省,成都市,F3,#REF!,,Y26 CLOSE,,,2022-09-30,202209,2026-03-31,202603,220,190,1F,,204000,122400,102000,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5098,CN5098,ML 成都 银泰城,四川省,成都市,F3,#REF!,,CLOSED,,,2021-01-30,202101,2024-08-31,202408,159,131,1F,,0,0,0,0,0,0,0,0,0,0,0,0
6.1260%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5939,CN5939,ML 达州 升华广场,四川省,达州市,F3,#REF!,,Existing,,,2023-01-13,202301,,999999,255,204,1F,,593520.807,485607.933,310066.05,377397.15,361121.09,242355.91,282647.45,259037.79,262223.58,369244.7,378720.7,458350
5.8147%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5847,CN5847,ML 广元 万达,四川省,广元市,F3,#REF!,,Existing,,,2022-12-03,202212,,999999,256,198,1F,,614354.532,502653.708,349121.59,379717.74,383552.43,322516.69,305801.85,312567.92,332667.34,438620.35,401769.01,509850
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5506,CN5506,ML 乐山 世豪,四川省,乐山市,F3,#REF!,,Y25 CLOSE,,,2021-12-17,202112,2025-02-08,202502,194,150,1F,,0,0,0,0,0,0,0,0,0,0,0,0
3.2071%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6012,CN6012,ML 乐山 万达,四川省,乐山市,F3,#REF!,,Existing,,,2023-04-28,202304,,999999,242,207,1F,,751152.853,614579.607,398719.18,430556.48,439251.74,339251.1,347135.75,331300.53,317206.01,541967.46,561785.69,581950
6.4443%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5548,CN5548,ML 凉山彝族自治州 西昌达达春天百货,四川省,凉山彝族自治州,F3,#REF!,,Existing,,,2022-04-01,202204,,999999,239,217,1F,,682675.7685,558552.9015,379006.01,315509.6,324882.6,266354.91,316870.23,331884.54,290815.35,416998.59,416094.25,499550
6.8894%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5790,CN5790,ML 眉山 宏远盖丽广场,四川省,眉山市,F3,#REF!,,Existing,,,2022-10-28,202210,,999999,200,191,1F,,513091.7605,419802.3495,373283.33,447851.21,366933.38,278094.85,289747.24,305210.63,290722.65,419799.16,445290.63,478950
6.4455%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6091,CN6091,ML 绵阳 凯德广场,四川省,绵阳市,F3,#REF!,,Y26 Upgrade,2026-06-01,2026-07-01,2023-08-01,202308,,999999,169,131,1F,,816862.365,668341.935,426371.59,546102.91,516272.05,119018.4,414348.4,515426.6,535835.3,648180,639772.9,838500
6.1463%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6200,CN6200,ML 南充 王府井,四川省,南充市,F3,#REF!,,Existing,,,2023-11-11,202311,,999999,205,163,1F,,796578.5245,651746.0655,674441.94,547447.06,432715.36,335120.8,364381.04,319499.82,376867.73,483891.94,488601.1,643750
5.9087%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5954,CN5954,ML 内江 万达,四川省,内江市,F3,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2023-02-25,202302,,999999,186,155,1F,,549525.691,449611.929,272038.45,324714.71,319487.46,228114.1,289231.21,226585.58,68132.1,496080,470523.3,539500
5.4822%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5935,CN5935,ML 遂宁 万达,四川省,遂宁市,F3,#REF!,,Existing,,,2022-12-23,202212,,999999,205,148,1F,,636613.0595,520865.2305,423163.14,372665.33,355099.71,305517.57,274843.14,294743.77,253602.48,349618.05,373117.5,489250
